"participant","bigram","word","RT"
3,"ka bu","bu",366
3,"bu ba","ba",407
3,"ba ti","ti",369
3,"ti go","go",368
3,"go bu","bu",394
3,"bu ka","ka",389
3,"ka re","re",388
3,"re ba","ba",380
3,"ba ka","ka",353
3,"ka re","re",375
3,"re ba","ba",373
3,"ba bu","bu",376
3,"bu bu","bu",363
3,"bu go","go",412
3,"go to","to",387
3,"to bu","bu",387
3,"bu ti","ti",392
3,"ti to","to",369
3,"to ba","ba",419
3,"ba ka","ka",380
3,"ka bu","bu",357
3,"bu ti","ti",396
3,"ti go","go",388
3,"go bu","bu",393
3,"bu to","to",384
3,"to ta","ta",360
3,"ta to","to",365
3,"to ta","ta",387
3,"ta ta","ta",382
3,"ta bu","bu",376
3,"bu ti","ti",406
3,"ti to","to",358
3,"to bu","bu",369
3,"bu ti","ti",360
3,"ti to","to",371
3,"to bu","bu",388
3,"bu ti","ti",373
3,"ti ti","ti",367
3,"ti ba","ba",361
3,"ba ka","ka",369
3,"ka to","to",389
3,"to to","to",391
3,"to ta","ta",374
3,"ta go","go",397
3,"go ta","ta",369
3,"ta bu","bu",365
3,"bu ti","ti",393
3,"ti ba","ba",353
3,"ba ka","ka",394
3,"ka go","go",369
3,"go bu","bu",361
3,"bu ta","ta",347
3,"ta bu","bu",374
3,"bu ka","ka",393
3,"ka ba","ba",364
3,"ba ba","ba",364
3,"ba go","go",375
3,"go ka","ka",363
3,"ka re","re",387
3,"re ba","ba",387
3,"ba ka","ka",372
3,"ka ta","ta",356
3,"ta bu","bu",366
3,"bu ti","ti",358
3,"ti ka","ka",377
3,"ka bu","bu",371
3,"bu to","to",375
3,"to go","go",377
3,"go ka","ka",392
3,"ka ti","ti",387
3,"ti go","go",373
3,"go bu","bu",384
3,"bu ta","ta",374
3,"ta bu","bu",381
3,"bu ba","ba",406
3,"ba bu","bu",385
3,"bu ba","ba",363
3,"ba ka","ka",397
3,"ka ti","ti",380
3,"ti ka","ka",361
3,"ka ba","ba",360
3,"ba ka","ka",400
3,"ka re","re",399
3,"re ba","ba",373
3,"ba ta","ta",378
3,"ta bu","bu",399
3,"bu ti","ti",391
3,"ti go","go",378
3,"go re","re",387
3,"re bu","bu",362
3,"bu ka","ka",371
3,"ka bu","bu",376
3,"bu ti","ti",422
3,"ti go","go",382
3,"go bu","bu",366
3,"bu ba","ba",370
3,"ba re","re",396
3,"re do","do",376
3,"do go","go",383
3,"go ba","ba",358
3,"ba ka","ka",381
3,"ka ti","ti",394
3,"ti go","go",367
3,"go to","to",386
3,"to ka","ka",377
3,"ka ba","ba",389
3,"ba bu","bu",404
3,"bu to","to",379
3,"to ka","ka",385
3,"ka go","go",376
3,"go go","go",388
3,"go ka","ka",369
3,"ka re","re",370
3,"re ba","ba",383
3,"ba to","to",413
3,"to go","go",345
3,"go ba","ba",360
3,"ba ta","ta",359
3,"ta ta","ta",384
3,"ta bu","bu",329
3,"bu ti","ti",354
3,"ti bu","bu",375
3,"bu bu","bu",354
3,"bu bu","bu",382
3,"bu go","go",373
3,"go go","go",372
3,"go ka","ka",386
3,"ka bu","bu",382
3,"bu ba","ba",395
3,"ba ka","ka",365
3,"ka to","to",387
3,"to ka","ka",378
3,"ka ba","ba",378
3,"ba re","re",377
3,"re do","do",379
3,"do ta","ta",380
3,"ta ka","ka",391
3,"ka bu","bu",392
3,"bu ka","ka",385
3,"ka to","to",389
3,"to ka","ka",366
3,"ka ka","ka",361
3,"ka bu","bu",388
3,"bu ta","ta",379
3,"ta ta","ta",384
3,"ta to","to",384
3,"to ba","ba",406
3,"ba ta","ta",348
3,"ta bu","bu",380
3,"bu ba","ba",389
3,"ba bu","bu",401
3,"bu bu","bu",356
3,"bu to","to",368
3,"to ti","ti",367
3,"ti go","go",388
3,"go bu","bu",410
3,"bu to","to",355
3,"to bu","bu",392
3,"bu ti","ti",389
3,"ti ka","ka",364
3,"ka go","go",367
3,"go ba","ba",404
3,"ba re","re",399
3,"re do","do",370
3,"do ba","ba",382
3,"ba re","re",390
3,"re do","do",361
3,"do ta","ta",376
3,"ta bu","bu",374
3,"bu ba","ba",393
3,"ba to","to",385
3,"to bu","bu",393
3,"bu ti","ti",368
3,"ti ka","ka",385
3,"ka ba","ba",356
3,"ba ka","ka",371
3,"ka ti","ti",380
3,"ti ka","ka",385
3,"ka to","to",343
3,"to bu","bu",395
3,"bu re","re",374
3,"re bu","bu",385
3,"bu ka","ka",387
3,"ka re","re",392
3,"re bu","bu",369
3,"bu ka","ka",406
3,"ka bu","bu",419
3,"bu bu","bu",366
3,"bu ba","ba",365
3,"ba to","to",390
3,"to ti","ti",366
3,"ti ba","ba",386
3,"ba ka","ka",379
3,"ka ka","ka",392
3,"ka bu","bu",361
3,"bu ka","ka",394
3,"ka to","to",384
3,"to go","go",391
3,"go ba","ba",411
3,"ba re","re",397
3,"re do","do",383
3,"do ka","ka",388
3,"ka ka","ka",389
3,"ka ka","ka",364
3,"ka bu","bu",390
3,"bu bu","bu",357
3,"bu bu","bu",364
3,"bu ba","ba",368
3,"ba re","re",385
3,"re do","do",369
3,"do bu","bu",363
3,"bu to","to",422
3,"to bu","bu",397
3,"bu ti","ti",382
3,"ti to","to",381
3,"to ba","ba",388
3,"ba ba","ba",367
3,"ba ka","ka",383
3,"ka ti","ti",379
3,"ti bu","bu",383
3,"bu ba","ba",389
3,"ba ka","ka",374
3,"ka ti","ti",400
3,"ti ti","ti",376
3,"ti go","go",404
3,"go bu","bu",391
3,"bu ta","ta",377
3,"ta ba","ba",372
3,"ba re","re",401
3,"re do","do",416
3,"do go","go",372
3,"go ka","ka",392
3,"ka re","re",389
3,"re ba","ba",341
3,"ba to","to",378
3,"to bu","bu",367
3,"bu re","re",394
3,"re bu","bu",373
3,"bu ka","ka",389
3,"ka ta","ta",371
3,"ta bu","bu",362
3,"bu bu","bu",406
3,"bu ta","ta",371
3,"ta ka","ka",371
3,"ka ta","ta",370
3,"ta ka","ka",392
3,"ka bu","bu",395
3,"bu ka","ka",376
3,"ka ba","ba",401
3,"ba ka","ka",389
3,"ka ti","ti",379
3,"ti go","go",362
3,"go to","to",360
3,"to bu","bu",399
3,"bu bu","bu",375
3,"bu to","to",372
3,"to bu","bu",336
3,"bu ti","ti",374
3,"ti to","to",399
3,"to bu","bu",363
3,"bu ti","ti",397
3,"ti to","to",403
3,"to to","to",389
3,"to bu","bu",386
3,"bu re","re",387
3,"re bu","bu",379
3,"bu ka","ka",411
3,"ka ta","ta",397
3,"ta ka","ka",392
3,"ka re","re",393
3,"re bu","bu",337
3,"bu ka","ka",378
3,"ka ka","ka",369
3,"ka re","re",383
3,"re ba","ba",388
3,"ba bu","bu",390
3,"bu re","re",386
3,"re bu","bu",376
3,"bu ka","ka",385
3,"ka bu","bu",385
3,"bu ba","ba",365
3,"ba re","re",406
3,"re do","do",354
3,"do to","to",382
3,"to to","to",389
3,"to bu","bu",381
3,"bu ti","ti",361
3,"ti ka","ka",385
3,"ka re","re",407
3,"re ba","ba",356
3,"ba bu","bu",389
3,"bu bu","bu",410
3,"bu go","go",371
3,"go ti","ti",403
3,"ti ba","ba",370
3,"ba ka","ka",390
3,"ka ba","ba",373
3,"ba re","re",398
3,"re do","do",380
3,"do go","go",376
3,"go bu","bu",392
3,"bu ti","ti",388
3,"ti ba","ba",408
3,"ba ka","ka",357
3,"ka ka","ka",394
3,"ka ba","ba",404
3,"ba ka","ka",397
3,"ka ti","ti",389
3,"ti ta","ta",383
3,"ta ba","ba",382
3,"ba to","to",400
3,"to go","go",373
3,"go bu","bu",364
3,"bu go","go",360
3,"go ka","ka",354
3,"ka re","re",372
3,"re ba","ba",342
3,"ba ka","ka",339
3,"ka ka","ka",395
3,"ka bu","bu",363
3,"bu go","go",408
3,"go go","go",397
3,"go ka","ka",346
3,"ka bu","bu",390
3,"bu to","to",364
3,"to ba","ba",396
3,"ba ka","ka",385
3,"ka ti","ti",365
3,"ti go","go",395
3,"go ba","ba",354
3,"ba re","re",377
3,"re bu","bu",380
3,"bu ka","ka",347
3,"ka go","go",386
3,"go to","to",373
3,"to bu","bu",380
3,"bu ti","ti",371
3,"ti ba","ba",365
3,"ba re","re",373
3,"re bu","bu",373
3,"bu ka","ka",365
3,"ka re","re",380
3,"re bu","bu",391
3,"bu ka","ka",374
3,"ka bu","bu",356
3,"bu ta","ta",400
3,"ta ta","ta",395
3,"ta bu","bu",403
3,"bu to","to",364
3,"to ka","ka",354
3,"ka ba","ba",375
3,"ba re","re",415
3,"re do","do",377
3,"do ta","ta",373
3,"ta bu","bu",388
3,"bu ti","ti",355
3,"ti go","go",379
3,"go bu","bu",396
3,"bu ka","ka",364
3,"ka bu","bu",384
3,"bu bu","bu",361
3,"bu bu","bu",390
3,"bu bu","bu",357
3,"bu ba","ba",391
3,"ba ta","ta",387
3,"ta ka","ka",384
3,"ka bu","bu",386
3,"bu go","go",385
3,"go go","go",377
3,"go ka","ka",384
3,"ka ta","ta",360
3,"ta bu","bu",386
3,"bu ti","ti",373
3,"ti ta","ta",377
3,"ta ba","ba",391
3,"ba ka","ka",372
3,"ka bu","bu",377
3,"bu to","to",386
3,"to bu","bu",365
3,"bu ti","ti",392
3,"ti ka","ka",394
3,"ka re","re",364
3,"re ba","ba",360
3,"ba ba","ba",351
3,"ba re","re",383
3,"re do","do",389
3,"do ta","ta",371
3,"ta bu","bu",369
3,"bu ti","ti",399
3,"ti to","to",388
3,"to ta","ta",415
3,"ta go","go",412
3,"go ta","ta",391
3,"ta bu","bu",411
3,"bu ti","ti",361
3,"ti ta","ta",398
3,"ta bu","bu",383
3,"bu bu","bu",408
3,"bu ta","ta",403
3,"ta ta","ta",395
3,"ta ti","ti",398
3,"ti go","go",376
3,"go bu","bu",388
3,"bu ba","ba",342
3,"ba ti","ti",394
3,"ti ba","ba",412
3,"ba ka","ka",387
3,"ka re","re",359
3,"re bu","bu",379
3,"bu ka","ka",370
3,"ka ta","ta",386
3,"ta bu","bu",369
3,"bu ta","ta",403
3,"ta ti","ti",391
3,"ti go","go",369
3,"go bu","bu",362
3,"bu bu","bu",376
3,"bu ba","ba",378
3,"ba re","re",387
3,"re do","do",359
3,"do ka","ka",392
3,"ka to","to",384
3,"to ba","ba",360
3,"ba go","go",365
3,"go ka","ka",398
3,"ka to","to",377
3,"to ba","ba",380
3,"ba ba","ba",415
3,"ba re","re",369
3,"re do","do",384
3,"do go","go",406
3,"go bu","bu",386
3,"bu ta","ta",392
3,"ta ba","ba",384
3,"ba ka","ka",388
3,"ka ta","ta",406
3,"ta bu","bu",388
3,"bu re","re",398
3,"re bu","bu",370
3,"bu ka","ka",383
3,"ka to","to",363
3,"to to","to",369
3,"to to","to",379
3,"to ta","ta",383
3,"ta bu","bu",377
3,"bu bu","bu",395
3,"bu ta","ta",394
3,"ta bu","bu",376
3,"bu ti","ti",349
3,"ti go","go",388
3,"go to","to",372
3,"to ba","ba",379
3,"ba re","re",396
3,"re bu","bu",405
3,"bu ka","ka",392
3,"ka bu","bu",377
3,"bu ba","ba",355
3,"ba ti","ti",390
3,"ti ba","ba",360
3,"ba ka","ka",405
3,"ka to","to",382
3,"to go","go",363
3,"go ta","ta",345
3,"ta ta","ta",403
3,"ta bu","bu",391
3,"bu ti","ti",400
3,"ti to","to",380
3,"to bu","bu",381
3,"bu go","go",410
3,"go bu","bu",361
3,"bu ka","ka",368
3,"ka re","re",406
3,"re ba","ba",367
3,"ba go","go",365
3,"go ka","ka",386
3,"ka ba","ba",373
3,"ba ba","ba",376
3,"ba ta","ta",400
3,"ta re","re",409
3,"re bu","bu",366
3,"bu ka","ka",383
3,"ka to","to",394
3,"to go","go",398
3,"go ba","ba",368
3,"ba ta","ta",371
3,"ta bu","bu",394
3,"bu bu","bu",365
3,"bu to","to",387
3,"to to","to",383
3,"to to","to",370
3,"to bu","bu",407
3,"bu ka","ka",370
3,"ka bu","bu",404
3,"bu ba","ba",396
3,"ba ta","ta",360
3,"ta to","to",382
3,"to bu","bu",399
3,"bu ti","ti",397
3,"ti ba","ba",356
3,"ba ka","ka",358
3,"ka bu","bu",377
3,"bu bu","bu",345
3,"bu bu","bu",356
3,"bu to","to",371
3,"to ta","ta",349
3,"ta bu","bu",412
3,"bu ti","ti",416
3,"ti ba","ba",376
3,"ba re","re",395
3,"re do","do",390
3,"do ka","ka",415
3,"ka ta","ta",356
3,"ta ta","ta",371
3,"ta bu","bu",380
3,"bu ti","ti",376
3,"ti to","to",380
3,"to ti","ti",395
3,"ti go","go",365
3,"go bu","bu",383
3,"bu ta","ta",354
3,"ta ba","ba",403
3,"ba ba","ba",383
3,"ba ka","ka",384
3,"ka ti","ti",381
3,"ti ka","ka",383
3,"ka re","re",378
3,"re ba","ba",390
3,"ba bu","bu",355
3,"bu to","to",398
3,"to ka","ka",369
3,"ka re","re",362
3,"re ba","ba",399
3,"ba ta","ta",385
3,"ta bu","bu",370
3,"bu to","to",412
3,"to bu","bu",355
3,"bu ba","ba",406
3,"ba to","to",405
3,"to bu","bu",371
3,"bu to","to",381
3,"to bu","bu",406
3,"bu ba","ba",381
3,"ba ka","ka",361
3,"ka bu","bu",397
3,"bu ta","ta",389
3,"ta bu","bu",371
3,"bu ti","ti",364
3,"ti ti","ti",413
3,"ti go","go",384
3,"go bu","bu",378
3,"bu ta","ta",379
3,"ta ta","ta",367
3,"ta bu","bu",365
3,"bu ti","ti",400
3,"ti go","go",423
3,"go to","to",401
3,"to bu","bu",411
3,"bu ti","ti",349
3,"ti bu","bu",392
3,"bu to","to",379
3,"to go","go",389
3,"go ta","ta",375
3,"ta ta","ta",372
3,"ta bu","bu",362
3,"bu ti","ti",371
3,"ti go","go",391
3,"go go","go",409
3,"go to","to",385
3,"to ka","ka",398
3,"ka ba","ba",392
3,"ba ka","ka",379
3,"ka ti","ti",396
3,"ti ba","ba",391
3,"ba ka","ka",396
3,"ka ba","ba",366
3,"ba ka","ka",367
3,"ka re","re",371
3,"re ba","ba",374
3,"ba ba","ba",367
3,"ba ta","ta",378
3,"ta ka","ka",385
3,"ka go","go",391
3,"go re","re",349
3,"re bu","bu",378
3,"bu ka","ka",357
3,"ka bu","bu",409
3,"bu to","to",374
3,"to ta","ta",406
3,"ta to","to",378
3,"to ta","ta",378
3,"ta to","to",394
3,"to ba","ba",402
3,"ba re","re",405
3,"re do","do",390
3,"do ba","ba",349
3,"ba ka","ka",386
3,"ka ti","ti",357
3,"ti ka","ka",399
3,"ka ka","ka",386
3,"ka to","to",390
3,"to ba","ba",382
3,"ba ba","ba",366
3,"ba ba","ba",362
3,"ba bu","bu",371
3,"bu ba","ba",380
3,"ba ta","ta",378
3,"ta bu","bu",366
3,"bu ti","ti",404
3,"ti ka","ka",399
3,"ka ti","ti",380
3,"ti ba","ba",375
3,"ba ka","ka",383
3,"ka bu","bu",378
3,"bu ba","ba",365
3,"ba to","to",375
3,"to ta","ta",401
3,"ta bu","bu",381
3,"bu ba","ba",384
3,"ba to","to",399
3,"to ka","ka",388
3,"ka ta","ta",370
3,"ta go","go",360
3,"go ta","ta",372
3,"ta ba","ba",383
3,"ba ti","ti",376
3,"ti ba","ba",409
3,"ba ka","ka",368
3,"ka bu","bu",386
3,"bu ka","ka",394
3,"ka ba","ba",371
3,"ba re","re",363
3,"re do","do",401
3,"do to","to",396
3,"to ba","ba",384
3,"ba go","go",400
3,"go to","to",377
3,"to bu","bu",407
3,"bu ti","ti",381
3,"ti ti","ti",371
3,"ti ba","ba",375
3,"ba ka","ka",409
3,"ka bu","bu",384
3,"bu go","go",385
3,"go to","to",378
3,"to bu","bu",374
3,"bu ti","ti",381
3,"ti ta","ta",397
3,"ta ka","ka",375
3,"ka re","re",405
3,"re ba","ba",379
3,"ba go","go",337
3,"go to","to",370
3,"to go","go",364
3,"go ba","ba",364
3,"ba ka","ka",392
3,"ka ti","ti",363
3,"ti ti","ti",387
3,"ti ba","ba",366
3,"ba ka","ka",377
3,"ka ba","ba",367
3,"ba bu","bu",357
3,"bu bu","bu",378
3,"bu bu","bu",393
3,"bu go","go",375
3,"go ti","ti",368
3,"ti ba","ba",369
3,"ba ka","ka",388
3,"ka ta","ta",395
3,"ta bu","bu",372
3,"bu ti","ti",378
3,"ti ka","ka",406
3,"ka re","re",366
3,"re ba","ba",358
3,"ba bu","bu",380
3,"bu bu","bu",358
3,"bu go","go",386
3,"go ta","ta",371
3,"ta bu","bu",366
3,"bu ti","ti",376
3,"ti go","go",362
3,"go ta","ta",391
3,"ta ka","ka",378
3,"ka ba","ba",338
3,"ba ka","ka",381
3,"ka re","re",369
3,"re ba","ba",382
3,"ba to","to",364
3,"to ka","ka",348
3,"ka go","go",404
3,"go ti","ti",364
3,"ti go","go",384
3,"go bu","bu",363
3,"bu re","re",366
3,"re bu","bu",366
3,"bu ka","ka",356
3,"ka bu","bu",396
3,"bu ta","ta",393
3,"ta bu","bu",387
3,"bu ti","ti",387
3,"ti ba","ba",395
3,"ba ka","ka",397
3,"ka ti","ti",367
3,"ti to","to",394
3,"to ba","ba",387
3,"ba ti","ti",376
3,"ti ba","ba",377
3,"ba ka","ka",405
3,"ka ta","ta",400
3,"ta go","go",373
3,"go bu","bu",389
3,"bu ba","ba",368
3,"ba ka","ka",385
3,"ka ti","ti",371
3,"ti ka","ka",385
3,"ka ka","ka",403
3,"ka ka","ka",401
3,"ka ka","ka",383
3,"ka ta","ta",383
3,"ta ba","ba",390
3,"ba ba","ba",396
3,"ba go","go",381
3,"go ta","ta",401
3,"ta re","re",387
3,"re bu","bu",374
3,"bu ka","ka",365
3,"ka bu","bu",370
3,"bu bu","bu",381
3,"bu bu","bu",393
3,"bu bu","bu",381
3,"bu ti","ti",372
3,"ti ba","ba",387
3,"ba ka","ka",368
3,"ka go","go",397
3,"go ba","ba",384
3,"ba re","re",394
3,"re do","do",404
3,"do ka","ka",370
3,"ka bu","bu",383
3,"bu to","to",377
3,"to bu","bu",395
3,"bu ti","ti",385
3,"ti ba","ba",379
3,"ba ta","ta",370
3,"ta bu","bu",399
3,"bu ti","ti",381
3,"ti ba","ba",372
3,"ba ka","ka",355
3,"ka to","to",375
3,"to ta","ta",362
3,"ta ta","ta",363
3,"ta bu","bu",385
3,"bu ti","ti",405
3,"ti go","go",393
3,"go bu","bu",376
3,"bu bu","bu",405
3,"bu go","go",364
3,"go ta","ta",379
3,"ta go","go",394
3,"go re","re",368
3,"re bu","bu",387
3,"bu ka","ka",359
3,"ka ba","ba",391
3,"ba ba","ba",384
3,"ba bu","bu",403
3,"bu go","go",395
3,"go ka","ka",393
3,"ka ba","ba",401
3,"ba ka","ka",382
3,"ka ta","ta",409
3,"ta ka","ka",361
3,"ka re","re",368
3,"re ba","ba",352
3,"ba to","to",389
3,"to bu","bu",380
3,"bu ti","ti",382
3,"ti ba","ba",386
3,"ba go","go",413
3,"go ta","ta",383
3,"ta bu","bu",406
3,"bu ti","ti",373
3,"ti ka","ka",342
3,"ka bu","bu",379
3,"bu ba","ba",377
3,"ba bu","bu",404
3,"bu ta","ta",341
3,"ta to","to",377
3,"to ba","ba",363
3,"ba re","re",370
3,"re do","do",381
3,"do to","to",387
3,"to ba","ba",379
3,"ba ka","ka",377
3,"ka ti","ti",380
3,"ti bu","bu",380
3,"bu ti","ti",387
3,"ti ba","ba",368
3,"ba ka","ka",387
3,"ka ba","ba",391
3,"ba ka","ka",375
3,"ka ti","ti",367
3,"ti go","go",393
3,"go bu","bu",394
3,"bu to","to",356
3,"to ba","ba",389
3,"ba re","re",371
3,"re do","do",399
3,"do re","re",374
3,"re bu","bu",354
3,"bu ka","ka",386
3,"ka ka","ka",368
3,"ka ka","ka",369
3,"ka bu","bu",380
3,"bu ba","ba",384
3,"ba ti","ti",381
3,"ti ba","ba",359
3,"ba ka","ka",386
3,"ka ti","ti",397
3,"ti ba","ba",378
3,"ba ka","ka",403
3,"ka go","go",417
3,"go ba","ba",400
3,"ba ka","ka",394
3,"ka ti","ti",405
3,"ti bu","bu",399
3,"bu ka","ka",403
3,"ka ka","ka",366
3,"ka to","to",394
3,"to ka","ka",386
3,"ka bu","bu",385
3,"bu go","go",372
3,"go bu","bu",351
3,"bu bu","bu",399
3,"bu bu","bu",396
3,"bu to","to",384
3,"to go","go",380
3,"go ta","ta",387
3,"ta bu","bu",367
3,"bu ti","ti",353
3,"ti ti","ti",362
3,"ti ba","ba",365
3,"ba ka","ka",402
3,"ka ka","ka",396
3,"ka to","to",377
3,"to bu","bu",385
3,"bu ti","ti",373
3,"ti ka","ka",389
3,"ka bu","bu",383
3,"bu go","go",405
3,"go ba","ba",370
3,"ba re","re",388
3,"re do","do",376
3,"do bu","bu",404
3,"bu ka","ka",382
3,"ka bu","bu",374
3,"bu ti","ti",337
3,"ti ba","ba",374
3,"ba ka","ka",379
3,"ka bu","bu",353
3,"bu bu","bu",371
3,"bu re","re",384
3,"re bu","bu",375
3,"bu ka","ka",392
3,"ka bu","bu",391
3,"bu ta","ta",380
3,"ta ba","ba",394
3,"ba ti","ti",403
3,"ti ba","ba",399
3,"ba ka","ka",414
3,"ka go","go",405
3,"go ta","ta",403
3,"ta ka","ka",390
3,"ka re","re",373
3,"re ba","ba",351
3,"ba ba","ba",382
3,"ba ka","ka",405
3,"ka ti","ti",378
3,"ti ba","ba",382
3,"ba ta","ta",401
3,"ta go","go",402
3,"go bu","bu",380
3,"bu go","go",394
3,"go ti","ti",395
3,"ti ba","ba",397
3,"ba ka","ka",379
3,"ka ba","ba",415
3,"ba re","re",378
3,"re do","do",377
3,"do bu","bu",387
3,"bu ta","ta",393
3,"ta bu","bu",373
3,"bu ti","ti",388
3,"ti ti","ti",377
3,"ti ba","ba",370
3,"ba ka","ka",378
3,"ka ka","ka",402
3,"ka go","go",393
3,"go to","to",357
3,"to ta","ta",371
3,"ta bu","bu",387
3,"bu ti","ti",356
3,"ti bu","bu",412
3,"bu bu","bu",380
3,"bu bu","bu",386
3,"bu ti","ti",373
3,"ti go","go",401
3,"go bu","bu",370
3,"bu re","re",366
3,"re bu","bu",360
3,"bu ka","ka",378
3,"ka go","go",390
3,"go ka","ka",382
3,"ka go","go",376
3,"go bu","bu",355
3,"bu ba","ba",369
3,"ba to","to",396
3,"to bu","bu",387
3,"bu ti","ti",361
3,"ti ta","ta",374
3,"ta go","go",402
3,"go ka","ka",379
3,"ka re","re",361
3,"re ba","ba",408
3,"ba bu","bu",369
3,"bu ka","ka",418
3,"ka bu","bu",357
3,"bu ba","ba",384
3,"ba re","re",373
3,"re do","do",371
3,"do ba","ba",396
3,"ba bu","bu",365
3,"bu to","to",364
3,"to go","go",363
3,"go go","go",383
3,"go ta","ta",396
3,"ta ka","ka",374
3,"ka ka","ka",415
3,"ka re","re",385
3,"re ba","ba",392
3,"ba ka","ka",366
3,"ka bu","bu",390
3,"bu bu","bu",365
3,"bu ta","ta",375
3,"ta ti","ti",389
3,"ti go","go",365
3,"go bu","bu",383
3,"bu ta","ta",331
3,"ta to","to",375
3,"to bu","bu",384
3,"bu bu","bu",382
3,"bu ba","ba",369
3,"ba ti","ti",364
3,"ti ba","ba",378
3,"ba ka","ka",380
3,"ka ka","ka",387
3,"ka to","to",383
3,"to ti","ti",388
3,"ti go","go",386
3,"go bu","bu",376
3,"bu ti","ti",371
3,"ti go","go",369
3,"go bu","bu",378
3,"bu ta","ta",370
3,"ta bu","bu",378
3,"bu ti","ti",408
3,"ti to","to",358
3,"to go","go",383
3,"go bu","bu",357
3,"bu ka","ka",371
3,"ka re","re",379
3,"re ba","ba",379
3,"ba to","to",407
3,"to ka","ka",402
3,"ka bu","bu",392
3,"bu go","go",388
3,"go go","go",396
3,"go ti","ti",404
3,"ti ba","ba",392
3,"ba ka","ka",368
3,"ka to","to",409
3,"to ka","ka",364
3,"ka ka","ka",360
3,"ka ti","ti",359
3,"ti go","go",364
3,"go bu","bu",372
3,"bu re","re",390
3,"re bu","bu",380
3,"bu ka","ka",366
3,"ka bu","bu",394
3,"bu bu","bu",398
3,"bu re","re",397
3,"re bu","bu",403
3,"bu ka","ka",383
3,"ka ba","ba",372
3,"ba ka","ka",407
3,"ka ti","ti",373
3,"ti go","go",386
3,"go bu","bu",414
3,"bu go","go",377
3,"go re","re",370
3,"re bu","bu",379
3,"bu ka","ka",395
3,"ka bu","bu",378
3,"bu ta","ta",375
3,"ta ba","ba",396
3,"ba re","re",379
3,"re do","do",369
3,"do go","go",382
3,"go re","re",385
3,"re bu","bu",381
3,"bu ka","ka",379
3,"ka ba","ba",397
3,"ba ka","ka",351
3,"ka to","to",370
3,"to bu","bu",388
3,"bu ba","ba",367
3,"ba go","go",361
3,"go ka","ka",385
3,"ka to","to",409
3,"to ka","ka",388
3,"ka re","re",381
3,"re ba","ba",375
3,"ba bu","bu",402
3,"bu ta","ta",392
3,"ta ta","ta",404
3,"ta ka","ka",388
3,"ka ka","ka",396
3,"ka ba","ba",387
3,"ba re","re",405
3,"re do","do",388
3,"do ti","ti",409
3,"ti ba","ba",389
3,"ba ka","ka",376
4,"to bu","bu",396
4,"bu ka","ka",377
4,"ka ta","ta",403
4,"ta to","to",379
4,"to bu","bu",408
4,"bu bu","bu",397
4,"bu bu","bu",360
4,"bu bu","bu",414
4,"bu ba","ba",389
4,"ba bu","bu",375
4,"bu bu","bu",404
4,"bu to","to",355
4,"to ta","ta",384
4,"ta bu","bu",371
4,"bu ti","ti",392
4,"ti ka","ka",383
4,"ka ti","ti",369
4,"ti go","go",379
4,"go bu","bu",380
4,"bu to","to",381
4,"to ba","ba",378
4,"ba re","re",374
4,"re do","do",394
4,"do ti","ti",395
4,"ti ba","ba",367
4,"ba ka","ka",387
4,"ka re","re",407
4,"re bu","bu",364
4,"bu ka","ka",391
4,"ka bu","bu",393
4,"bu re","re",355
4,"re bu","bu",375
4,"bu ka","ka",390
4,"ka ba","ba",386
4,"ba re","re",373
4,"re bu","bu",371
4,"bu ka","ka",399
4,"ka re","re",388
4,"re bu","bu",393
4,"bu ka","ka",366
4,"ka bu","bu",400
4,"bu ba","ba",400
4,"ba re","re",368
4,"re do","do",372
4,"do ba","ba",361
4,"ba ba","ba",358
4,"ba bu","bu",389
4,"bu go","go",401
4,"go ta","ta",387
4,"ta to","to",384
4,"to ka","ka",390
4,"ka ka","ka",369
4,"ka ka","ka",388
4,"ka to","to",372
4,"to ta","ta",396
4,"ta bu","bu",349
4,"bu ka","ka",388
4,"ka re","re",362
4,"re ba","ba",377
4,"ba ba","ba",393
4,"ba bu","bu",388
4,"bu bu","bu",360
4,"bu bu","bu",349
4,"bu ta","ta",369
4,"ta ka","ka",379
4,"ka re","re",411
4,"re ba","ba",367
4,"ba ta","ta",384
4,"ta re","re",396
4,"re bu","bu",388
4,"bu ka","ka",375
4,"ka ba","ba",392
4,"ba ta","ta",365
4,"ta bu","bu",388
4,"bu ti","ti",384
4,"ti ti","ti",390
4,"ti go","go",357
4,"go bu","bu",379
4,"bu to","to",382
4,"to re","re",384
4,"re bu","bu",351
4,"bu ka","ka",387
4,"ka ba","ba",385
4,"ba ta","ta",381
4,"ta ba","ba",396
4,"ba bu","bu",385
4,"bu bu","bu",407
4,"bu bu","bu",356
4,"bu ta","ta",379
4,"ta ba","ba",396
4,"ba to","to",386
4,"to bu","bu",358
4,"bu ti","ti",392
4,"ti ta","ta",384
4,"ta go","go",403
4,"go bu","bu",373
4,"bu to","to",396
4,"to re","re",408
4,"re bu","bu",373
4,"bu ka","ka",368
4,"ka re","re",375
4,"re bu","bu",419
4,"bu ka","ka",366
4,"ka ba","ba",362
4,"ba ka","ka",365
4,"ka ti","ti",384
4,"ti ba","ba",365
4,"ba ba","ba",368
4,"ba re","re",413
4,"re do","do",410
4,"do ka","ka",390
4,"ka re","re",372
4,"re ba","ba",397
4,"ba to","to",386
4,"to ta","ta",393
